Unnamed: 0,property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_category,price_in_lakhs,Housing Price Predicted Value
4577,PROP-026754,Mumbai,Andheri,Standard,Apartment,4,4,2,2030,1753,0,17,Ground,South-East,Unfurnished,2,2,4.8,0,0,1,0,3015,15.6,1.2,4,1,Resale,Low,133.42,137.71950000000004
4578,PROP-036418,Mumbai,Thane,Affordable,Row House,4,4,2,1900,1539,3,9,Low (1-4),West,Unfurnished,0,2,4.1,0,0,1,1,3806,21.6,0.8,7,0,Resale,Low,117.76,106.01580000000013
4579,PROP-040653,Hyderabad,Madhapur,Standard,Villa,5,5,3,2662,2321,2,3,Low (1-4),South-East,Fully Furnished,6,4,7.2,1,1,0,1,7026,14.9,7.7,5,1,Resale,Low,150.04,157.20280000000028
4580,PROP-002743,Mumbai,Thane,Affordable,Apartment,3,2,4,1335,1142,36,41,Top (20+),East,Semi-Furnished,10,1,4.7,0,0,0,1,3327,20.9,13.5,1,1,Resale,Low,75.21,70.99820000000003
4581,PROP-003050,Mumbai,Bandra,Premium,Apartment,4,4,2,1850,1511,18,25,High (10-19),East,Semi-Furnished,7,3,4.5,1,0,1,1,3991,6.4,0.9,4,0,Resale,High,309.54,297.9988000000005
4582,PROP-000050,Delhi,Gurgaon DLF,Premium,Apartment,5,6,3,2301,2008,1,5,Low (1-4),North,Fully Furnished,3,3,7.3,1,0,1,0,5360,6.7,6.7,4,5,Resale,High,321.11,331.0592
4583,PROP-039860,Delhi,Noida Sector 62,Standard,Independent House,3,3,0,1595,1301,3,10,Low (1-4),North,Fully Furnished,20,1,5.6,0,0,0,1,2184,10.0,3.8,2,1,Resale,Low,96.5,103.45989999999998
4584,PROP-008746,Mumbai,Bandra,Premium,Villa,5,4,2,2625,2286,11,12,High (10-19),North-East,Fully Furnished,8,2,10.0,1,1,1,1,6712,4.1,1.1,5,1,New,High,453.31,432.5871000000002
4585,PROP-004746,Mumbai,Bandra,Premium,Apartment,3,2,2,1550,1254,4,6,Low (1-4),North-West,Fully Furnished,0,3,4.5,0,1,1,1,4964,7.2,1.6,2,2,Resale,High,218.75,235.82109999999994
4586,PROP-009195,Hyderabad,Jubilee Hills,Premium,Studio,1,1,1,472,411,13,18,High (10-19),North,Semi-Furnished,11,0,5.7,1,0,1,1,4292,4.3,3.4,2,3,Resale,Low,80.46,57.168099999999974
4587,PROP-007614,Bangalore,Whitefield,Standard,Apartment,3,3,0,1351,1153,4,8,Low (1-4),North-East,Fully Furnished,5,1,5.7,0,0,0,1,2461,10.7,4.2,0,1,New,Low,120.87,118.18030000000016
4588,PROP-046148,Hyderabad,Jubilee Hills,Premium,Studio,1,1,0,499,422,15,21,High (10-19),East,Semi-Furnished,6,0,4.8,1,1,0,1,4762,7.1,4.6,2,1,New,Low,40.4,53.100300000000004
4589,PROP-020016,Mumbai,Bandra,Premium,Penthouse,4,4,3,2247,1922,18,26,High (10-19),North-West,Unfurnished,11,5,8.7,1,1,1,1,7210,6.0,0.1,6,2,Resale,High,291.68,312.60540000000015
4590,PROP-044979,Delhi,Gurgaon DLF,Premium,Villa,5,5,0,2609,2248,1,2,Low (1-4),South,Unfurnished,2,2,6.7,1,1,0,0,6867,4.8,2.1,6,1,Resale,High,385.76,393.86709999999994
4591,PROP-015171,Mumbai,Powai,Standard,Apartment,3,3,1,1309,1135,6,11,Mid (5-9),North-East,Fully Furnished,3,5,5.3,0,0,0,1,2219,11.8,1.1,3,1,Resale,Low,108.8,118.65709999999994
4592,PROP-017973,Delhi,Dwarka,Standard,Apartment,3,3,3,1307,1077,14,15,High (10-19),East,Unfurnished,11,1,4.8,0,0,1,1,2390,13.1,2.1,1,0,Resale,Low,109.46,106.60309999999987
4593,PROP-022513,Hyderabad,Kondapur,Standard,Row House,2,3,0,987,831,14,15,High (10-19),North,Semi-Furnished,0,2,3.4,1,0,1,1,3865,11.3,0.3,0,1,Resale,Low,107.18,100.85080000000005
4594,PROP-024394,Hyderabad,Madhapur,Standard,Apartment,2,2,2,954,803,0,13,Ground,South,Unfurnished,0,1,5.2,0,0,0,0,2106,12.7,0.1,2,1,Resale,Low,68.33,73.23519999999999
4595,PROP-028355,Bangalore,Whitefield,Standard,Studio,1,1,0,442,379,21,29,Top (20+),North,Semi-Furnished,7,1,4.2,1,0,0,1,3057,12.2,0.4,0,2,Resale,Low,51.95,47.927799999999955
4596,PROP-007004,Mumbai,Bandra,Premium,Studio,1,1,1,417,347,16,17,High (10-19),North,Unfurnished,5,1,8.0,1,1,1,1,5980,7.5,0.7,4,2,Resale,Low,50.66,65.65530000000003
4597,PROP-035264,Delhi,Gurgaon DLF,Premium,Apartment,3,4,0,1304,1047,19,21,High (10-19),South,Unfurnished,1,4,4.8,1,1,1,1,6073,16.8,4.5,6,2,Resale,Low,164.77,157.37790000000004
4598,PROP-039996,Bangalore,Koramangala,Premium,Studio,1,1,3,435,351,5,10,Mid (5-9),North-West,Fully Furnished,8,2,6.9,0,1,1,1,3611,7.4,3.3,8,4,New,Low,73.31,68.42530000000006
4599,PROP-000174,Hyderabad,Kondapur,Standard,Apartment,2,3,1,1177,991,15,20,High (10-19),North-West,Unfurnished,12,2,6.7,0,0,0,1,2305,20.2,1.4,5,0,New,Low,71.9,80.42689999999989
4600,PROP-019902,Mumbai,Powai,Standard,Apartment,5,5,2,2344,2035,5,13,Mid (5-9),North-East,Unfurnished,0,1,4.8,0,0,0,1,2379,11.6,6.4,2,2,New,High,211.2,238.48429999999996
4601,PROP-046794,Mumbai,Powai,Standard,Independent House,3,4,1,1513,1289,14,20,High (10-19),East,Fully Furnished,5,1,2.4,0,0,1,1,2819,11.0,0.9,2,0,Resale,Low,138.69,132.84720000000007
4602,PROP-013014,Hyderabad,Gachibowli,Standard,Apartment,3,3,3,1214,1059,0,3,Ground,South-West,Semi-Furnished,0,2,7.2,0,0,1,0,2619,11.0,1.4,4,3,New,Low,126.31,120.97609999999999
4603,PROP-034514,Bangalore,Indiranagar,Premium,Apartment,3,4,1,1409,1160,18,27,High (10-19),North,Semi-Furnished,5,2,7.7,1,1,1,1,6649,4.9,4.2,3,2,New,High,286.91,267.63079999999985
4604,PROP-015801,Delhi,South Delhi,Premium,Villa,4,4,2,2307,1970,0,1,Ground,West,Fully Furnished,3,5,8.7,1,1,1,0,6801,10.3,5.1,3,4,Resale,High,419.57,408.8323999999999
4605,PROP-045751,Delhi,South Delhi,Premium,Villa,4,4,1,2153,1778,9,18,Mid (5-9),South-West,Unfurnished,1,1,8.6,1,1,1,1,6604,10.9,2.7,4,3,Resale,High,385.84,369.3835999999999
4606,PROP-000420,Hyderabad,Jubilee Hills,Premium,Studio,1,1,2,326,282,5,10,Mid (5-9),East,Unfurnished,3,0,5.7,1,1,1,1,6341,7.8,2.6,6,6,New,Low,40.58,41.79249999999996
4607,PROP-016296,Mumbai,Powai,Standard,Apartment,3,2,0,1408,1207,7,16,Mid (5-9),West,Semi-Furnished,23,0,4.2,0,0,0,1,2468,13.3,2.0,8,1,New,Low,106.17,107.28700000000002
4608,PROP-029308,Delhi,Dwarka,Standard,Independent House,4,5,4,2458,2076,14,23,High (10-19),North,Semi-Furnished,2,4,5.1,0,0,0,1,2812,14.8,1.8,1,0,New,High,239.78,244.60519999999994
4609,PROP-022178,Mumbai,Bandra,Premium,Apartment,3,2,0,1417,1244,36,44,Top (20+),South,Unfurnished,3,2,5.5,1,0,1,1,4870,7.4,1.3,7,2,Resale,High,221.31,245.09969999999987
4610,PROP-016752,Delhi,South Delhi,Premium,Independent House,2,2,4,1224,1009,6,9,Mid (5-9),North,Semi-Furnished,9,2,4.9,1,0,1,1,3956,7.4,0.1,7,2,Resale,Low,190.18,176.07710000000006
4611,PROP-018699,Hyderabad,Kondapur,Standard,Apartment,1,1,2,392,323,1,7,Low (1-4),North-East,Semi-Furnished,10,0,6.6,0,0,1,0,1453,12.1,4.3,7,1,New,Low,13.19,17.15560000000002
4612,PROP-039388,Hyderabad,Gachibowli,Standard,Independent House,3,4,3,1641,1348,15,19,High (10-19),North-West,Fully Furnished,21,2,4.7,0,0,1,1,3243,12.4,4.9,1,4,Resale,Low,144.78,139.6008000000001
4613,PROP-032977,Bangalore,Electronic City,Standard,Apartment,2,3,3,996,868,1,7,Low (1-4),East,Unfurnished,3,2,5.6,0,0,1,0,2443,16.1,5.6,2,0,Resale,Low,59.23,64.1691999999999
4614,PROP-005837,Delhi,Gurgaon DLF,Premium,Penthouse,3,3,0,1502,1297,3,8,Low (1-4),South-East,Fully Furnished,0,2,8.0,1,1,1,1,5884,8.7,0.8,6,1,Resale,High,279.16,246.1662999999999
4615,PROP-039625,Mumbai,Navi Mumbai,Affordable,Row House,2,2,3,652,566,2,3,Low (1-4),East,Unfurnished,0,0,5.6,0,0,0,1,1743,18.4,0.1,1,1,Resale,Low,35.22,29.526299999999978
4616,PROP-030505,Hyderabad,Gachibowli,Standard,Studio,1,2,1,300,255,4,6,Low (1-4),East,Fully Furnished,7,1,4.0,0,0,1,1,528,10.1,0.7,4,2,Resale,Low,18.58,18.65929999999998
4617,PROP-040916,Hyderabad,Gachibowli,Standard,Independent House,5,5,0,2665,2202,6,14,Mid (5-9),North,Unfurnished,1,3,3.8,0,0,1,1,4700,11.3,0.2,2,1,Resale,Low,162.45,163.8121000000001
4618,PROP-040654,Bangalore,Indiranagar,Premium,Apartment,3,3,3,1403,1222,2,3,Low (1-4),South,Semi-Furnished,3,1,7.2,1,0,1,1,4047,5.1,0.4,2,3,Resale,Low,159.81,162.72899999999993
4619,PROP-024106,Bangalore,Indiranagar,Premium,Independent House,5,5,1,2604,2205,3,11,Low (1-4),West,Unfurnished,4,2,6.5,1,1,1,1,6897,4.4,1.1,5,3,New,High,384.07,389.24079999999987
4620,PROP-030535,Delhi,Noida Sector 62,Standard,Row House,3,3,2,1201,1020,16,23,High (10-19),North-East,Unfurnished,0,2,4.6,0,0,0,1,2768,10.1,2.5,2,0,New,Low,128.75,123.6464
4621,PROP-028397,Mumbai,Andheri,Standard,Independent House,4,4,2,2364,1966,28,29,Top (20+),South-East,Semi-Furnished,1,2,2.5,0,0,1,1,3476,11.2,1.3,3,2,Resale,Low,152.76,157.7563000000001
4622,PROP-003244,Mumbai,Thane,Affordable,Independent House,5,5,2,2762,2331,9,16,Mid (5-9),North-West,Unfurnished,8,2,4.2,0,0,1,1,4087,18.8,8.0,3,2,Resale,Low,124.13,118.131
4623,PROP-000801,Mumbai,Thane,Affordable,Independent House,3,3,1,1887,1533,4,5,Low (1-4),North,Semi-Furnished,4,2,6.0,0,0,0,1,2107,23.3,0.1,2,1,Resale,Low,67.61,73.32519999999992
4624,PROP-034941,Mumbai,Thane,Affordable,Independent House,5,5,1,2770,2410,2,6,Low (1-4),North,Semi-Furnished,1,3,5.4,0,0,0,1,3404,21.7,6.2,0,3,Resale,Low,114.74,125.36059999999986
4625,PROP-040232,Bangalore,Indiranagar,Premium,Apartment,2,2,0,1131,927,7,9,Mid (5-9),East,Semi-Furnished,3,0,4.6,0,0,1,1,2460,6.1,2.5,5,0,New,High,197.45,201.32200000000023
4626,PROP-010414,Hyderabad,Kondapur,Standard,Apartment,2,1,2,884,747,4,9,Low (1-4),South-West,Fully Furnished,10,0,5.6,1,0,1,1,3822,14.8,0.3,0,2,Resale,Low,71.36,70.50839999999992
4627,PROP-017972,Delhi,South Delhi,Premium,Independent House,4,5,2,2451,2120,5,9,Mid (5-9),North,Fully Furnished,0,0,7.5,1,1,1,1,7395,7.3,1.5,6,3,Resale,High,401.57,401.3233999999999
4628,PROP-044277,Bangalore,Whitefield,Standard,Apartment,3,4,2,1319,1065,11,19,High (10-19),West,Unfurnished,2,1,5.7,0,0,1,1,1493,10.9,3.1,1,1,Resale,Low,124.7,118.75270000000006
4629,PROP-042494,Bangalore,Koramangala,Premium,Independent House,3,3,0,1770,1540,23,31,Top (20+),North-East,Unfurnished,24,2,7.5,0,1,0,1,5266,8.1,0.1,2,0,Resale,High,193.26,221.33529999999976
4630,PROP-023554,Bangalore,Indiranagar,Premium,Apartment,4,5,1,1870,1557,27,31,Top (20+),East,Semi-Furnished,5,4,7.1,1,1,1,1,6909,9.7,1.3,5,1,Resale,High,280.84,283.6683
4631,PROP-032692,Hyderabad,Jubilee Hills,Premium,Row House,5,5,1,2309,1980,8,10,Mid (5-9),North-West,Unfurnished,0,2,4.7,1,0,1,1,4605,5.8,9.2,4,0,Resale,High,283.39,313.14270000000016
4632,PROP-043114,Delhi,Gurgaon DLF,Premium,Independent House,4,4,3,2185,1896,0,18,Ground,East,Unfurnished,0,4,5.4,0,0,1,0,3778,9.1,3.9,4,2,Resale,High,266.24,288.68250000000046
4633,PROP-010946,Delhi,Noida Sector 62,Standard,Independent House,3,4,0,1762,1432,0,12,Ground,South-East,Unfurnished,14,0,6.1,0,0,0,0,2014,10.5,1.0,2,4,New,Low,111.55,115.32289999999995
4634,PROP-019823,Mumbai,Andheri,Standard,Row House,3,4,0,1304,1132,28,36,Top (20+),South-West,Fully Furnished,17,2,4.5,0,0,1,1,2309,18.3,3.5,1,1,Resale,Low,110.38,109.32179999999991
4635,PROP-044730,Mumbai,Thane,Affordable,Villa,5,6,1,2695,2194,9,15,Mid (5-9),South-East,Semi-Furnished,2,5,6.2,0,1,1,1,5308,19.5,0.2,4,2,Resale,Low,120.04,127.84570000000016
4636,PROP-038934,Hyderabad,Jubilee Hills,Premium,Independent House,5,6,4,2723,2304,1,8,Low (1-4),East,Unfurnished,1,4,6.1,0,1,0,0,5268,5.8,2.9,6,3,Resale,High,408.78,409.1822999999997
4637,PROP-017228,Delhi,Noida Sector 62,Standard,Studio,1,1,1,514,421,19,20,High (10-19),North-East,Fully Furnished,1,0,4.4,0,0,0,1,2986,13.4,1.6,2,0,Resale,Low,37.78,42.74980000000005
4638,PROP-026566,Hyderabad,Jubilee Hills,Premium,Studio,1,1,1,445,363,9,16,Mid (5-9),North-East,Unfurnished,17,3,5.3,1,1,1,1,5822,7.3,0.9,4,5,Resale,Low,59.06,59.50460000000005
4639,PROP-007561,Bangalore,Koramangala,Premium,Independent House,4,5,2,2258,1965,2,3,Low (1-4),North-West,Fully Furnished,6,5,4.1,0,0,1,1,2549,5.2,6.1,9,1,New,High,301.69,320.74889999999976
4640,PROP-041020,Hyderabad,Gachibowli,Standard,Apartment,3,3,1,1427,1241,4,13,Low (1-4),North-West,Fully Furnished,12,1,3.4,0,0,0,1,2397,12.2,1.2,2,0,New,Low,139.58,129.8604
4641,PROP-003664,Mumbai,Bandra,Premium,Apartment,1,1,0,543,476,7,16,Mid (5-9),East,Unfurnished,3,0,8.4,1,1,1,1,5828,8.9,4.6,6,5,Resale,Low,103.85,92.16200000000012
4642,PROP-028957,Mumbai,Andheri,Standard,Penthouse,4,3,3,2093,1820,2,4,Low (1-4),East,Semi-Furnished,1,1,6.0,0,0,1,1,2328,13.0,4.4,3,1,Resale,Low,133.74,143.18369999999993
4643,PROP-040155,Mumbai,Bandra,Premium,Row House,3,3,1,1542,1268,3,4,Low (1-4),North,Unfurnished,1,1,6.3,1,0,1,1,4353,8.6,5.1,5,2,Resale,Low,166.96,168.05359999999976
4644,PROP-041553,Delhi,South Delhi,Premium,Independent House,5,5,3,2661,2161,11,19,High (10-19),North-East,Unfurnished,3,1,6.7,1,0,0,1,5230,4.2,3.4,3,2,New,High,364.18,368.60680000000025
4645,PROP-006366,Hyderabad,Madhapur,Standard,Independent House,2,3,3,1388,1132,4,13,Low (1-4),West,Unfurnished,1,0,4.6,0,0,1,1,3293,19.8,1.7,2,1,Resale,Low,112.15,104.68499999999999
4646,PROP-003708,Mumbai,Powai,Standard,Apartment,2,3,2,901,772,1,2,Low (1-4),South,Unfurnished,14,0,4.8,0,0,1,0,2515,12.5,3.2,2,4,New,Low,72.43,71.02940000000008
4647,PROP-035386,Delhi,Gurgaon DLF,Premium,Villa,3,3,2,1826,1555,0,9,Ground,North,Fully Furnished,0,2,7.1,1,1,1,0,6414,4.9,1.1,4,4,New,High,334.53,307.97950000000003
4648,PROP-027613,Mumbai,Bandra,Premium,Villa,4,4,0,2081,1762,0,19,Ground,North-East,Semi-Furnished,7,3,9.2,1,1,1,0,6564,17.0,3.3,3,3,New,High,358.41,340.6761
4649,PROP-014218,Hyderabad,Banjara Hills,Premium,Apartment,2,1,3,830,686,11,20,High (10-19),North,Unfurnished,2,2,6.5,0,0,1,1,2564,6.4,1.4,2,4,Resale,Low,99.66,108.53429999999993
4650,PROP-000072,Delhi,Gurgaon DLF,Premium,Apartment,5,5,2,2364,1905,9,18,Mid (5-9),South-West,Unfurnished,3,2,6.2,1,0,1,1,5227,7.4,1.9,5,3,Resale,High,367.09,344.9773
4651,PROP-004281,Delhi,Noida Extension,Affordable,Apartment,4,5,3,1803,1524,13,19,High (10-19),South-West,Unfurnished,22,4,4.4,0,0,1,1,1899,19.2,4.3,4,2,Resale,Low,107.74,96.7278999999999
4652,PROP-003556,Bangalore,HSR Layout,Standard,Independent House,3,4,3,1611,1414,5,12,Mid (5-9),West,Semi-Furnished,15,1,8.1,1,0,1,1,4305,10.9,1.6,2,4,Resale,Low,175.91,130.0718
4653,PROP-008469,Bangalore,Koramangala,Premium,Apartment,3,4,2,1480,1300,35,42,Top (20+),South,Unfurnished,1,1,5.4,1,1,1,1,5894,5.0,1.4,1,4,Resale,High,193.46,215.8474999999997
4654,PROP-044321,Hyderabad,Kondapur,Standard,Studio,1,2,0,484,396,2,6,Low (1-4),South-East,Semi-Furnished,28,1,5.9,0,0,0,1,2913,10.8,1.9,3,1,Resale,Low,30.3,31.5214
4655,PROP-021921,Bangalore,Indiranagar,Premium,Apartment,4,4,1,1769,1512,0,5,Ground,North-East,Unfurnished,2,3,5.7,1,1,1,0,7025,6.5,0.9,3,2,Resale,High,278.76,267.6238999999997
4656,PROP-009599,Bangalore,Whitefield,Standard,Apartment,2,3,1,1066,928,8,9,Mid (5-9),East,Semi-Furnished,4,1,5.2,0,0,1,1,2377,16.1,1.6,2,1,New,Low,111.93,104.62310000000008
4657,PROP-033699,Bangalore,HSR Layout,Standard,Studio,1,2,2,419,337,8,11,Mid (5-9),North,Fully Furnished,9,0,5.6,0,0,0,1,2055,10.6,4.0,1,2,Resale,Low,31.09,29.017200000000006
4658,PROP-011015,Mumbai,Navi Mumbai,Affordable,Penthouse,3,2,4,1604,1300,7,8,Mid (5-9),West,Unfurnished,23,2,7.2,0,1,1,1,4700,18.4,0.8,2,3,Resale,Low,18.42,45.92160000000002
4659,PROP-028714,Hyderabad,Banjara Hills,Premium,Apartment,4,5,2,1700,1438,0,14,Ground,North,Semi-Furnished,10,2,7.3,1,1,1,0,6750,5.5,1.3,5,3,Resale,High,216.78,223.38339999999988
4660,PROP-046974,Delhi,Noida Sector 62,Standard,Villa,3,4,1,1738,1409,6,11,Mid (5-9),South-West,Semi-Furnished,5,2,8.3,0,0,1,1,3097,15.0,3.1,4,0,New,Low,149.32,146.3564999999999
4661,PROP-029679,Hyderabad,Banjara Hills,Premium,Studio,1,1,0,355,300,4,12,Low (1-4),South,Semi-Furnished,5,2,7.1,0,1,1,1,3013,4.1,4.5,6,1,New,Low,59.21,58.52970000000002
4662,PROP-045564,Delhi,Gurgaon DLF,Premium,Apartment,5,6,1,2274,1843,0,14,Ground,East,Fully Furnished,19,3,5.0,0,0,1,0,3123,12.2,8.3,4,2,Resale,High,312.31,300.32820000000027
4663,PROP-031179,Mumbai,Navi Mumbai,Affordable,Studio,1,2,0,754,640,11,12,High (10-19),East,Semi-Furnished,7,1,6.3,1,0,1,1,4103,19.2,0.8,3,1,Resale,Low,42.96,32.37869999999999
4664,PROP-021610,Delhi,Noida Sector 62,Standard,Apartment,2,2,0,1215,1020,26,30,Top (20+),East,Semi-Furnished,4,1,5.9,1,0,0,1,3767,10.2,0.9,4,1,Resale,Low,116.48,107.10769999999998
4665,PROP-025409,Mumbai,Bandra,Premium,Villa,3,3,0,1464,1189,8,12,Mid (5-9),North-East,Semi-Furnished,18,4,6.6,1,1,1,1,6953,4.9,4.1,5,4,Resale,High,248.59,238.44140000000004
4666,PROP-043345,Hyderabad,Gachibowli,Standard,Apartment,3,4,2,1219,986,2,4,Low (1-4),South-West,Semi-Furnished,4,3,5.4,1,0,1,1,3503,10.5,0.1,7,0,Resale,Low,102.96,105.963
4667,PROP-049197,Mumbai,Andheri,Standard,Independent House,3,4,3,1784,1497,4,12,Low (1-4),North,Fully Furnished,2,1,3.5,0,0,1,1,3574,11.5,0.6,4,1,Resale,Low,113.36,149.24670000000006
4668,PROP-026734,Hyderabad,Jubilee Hills,Premium,Studio,1,2,1,423,348,9,13,Mid (5-9),South-East,Semi-Furnished,0,0,7.3,0,1,0,1,3867,7.3,1.9,3,3,Resale,Low,61.9,58.60829999999998
4669,PROP-048429,Bangalore,Indiranagar,Premium,Row House,3,4,0,1320,1154,0,12,Ground,North,Unfurnished,39,3,6.1,0,1,1,0,3900,4.9,0.2,3,2,Resale,Low,116.88,148.54110000000006
4670,PROP-018687,Mumbai,Thane,Affordable,Independent House,3,4,2,1579,1331,19,22,High (10-19),North-West,Unfurnished,2,0,5.1,0,0,1,1,2839,19.1,5.4,3,3,Resale,Low,83.61,85.84499999999994
4671,PROP-016650,Hyderabad,Kondapur,Standard,Apartment,5,6,2,1981,1642,9,10,Mid (5-9),South,Fully Furnished,3,5,3.0,0,0,0,1,2748,10.6,7.1,2,1,Resale,Low,170.34,164.93239999999997
4672,PROP-024776,Mumbai,Bandra,Premium,Independent House,2,2,0,1138,915,38,39,Top (20+),West,Semi-Furnished,10,1,6.0,1,1,1,1,5810,5.2,6.6,3,1,Resale,Low,181.23,169.46389999999977
4673,PROP-024570,Mumbai,Thane,Affordable,Apartment,4,5,2,1674,1425,6,10,Mid (5-9),West,Semi-Furnished,0,2,6.5,0,0,1,1,2471,19.5,2.0,4,1,Resale,Low,119.95,104.72060000000006
4674,PROP-042826,Bangalore,HSR Layout,Standard,Apartment,4,5,1,1933,1655,1,3,Low (1-4),North-East,Unfurnished,21,2,4.8,1,0,0,0,4555,14.2,0.1,4,0,Resale,Low,156.66,146.11259999999993
4675,PROP-025404,Bangalore,Whitefield,Standard,Independent House,4,5,0,2071,1714,14,15,High (10-19),West,Semi-Furnished,3,3,4.1,0,0,1,1,3149,10.4,1.2,0,2,Resale,High,194.47,203.81770000000003
4676,PROP-024603,Bangalore,Whitefield,Standard,Villa,3,3,1,1668,1382,3,5,Low (1-4),South-West,Semi-Furnished,10,3,9.2,1,0,0,1,5115,10.8,6.5,3,2,Resale,Low,132.4,131.80189999999988
4677,PROP-049698,Hyderabad,Gachibowli,Standard,Independent House,5,6,1,2530,2076,3,9,Low (1-4),South-East,Unfurnished,0,0,3.2,0,0,1,1,3519,10.1,0.6,5,1,Resale,High,243.85,241.59219999999976
4678,PROP-013848,Hyderabad,Kondapur,Standard,Villa,3,3,0,1613,1335,2,3,Low (1-4),West,Semi-Furnished,2,4,8.5,1,0,0,1,4487,18.2,2.5,2,4,New,Low,166.3,155.50029999999978
4679,PROP-049247,Delhi,South Delhi,Premium,Studio,1,1,1,493,410,7,15,Mid (5-9),North,Fully Furnished,1,1,2.7,1,1,1,1,6131,8.1,2.9,8,3,New,Low,66.14,79.80119999999994
4680,PROP-042943,Bangalore,Indiranagar,Premium,Row House,3,3,1,1275,1054,35,42,Top (20+),South,Fully Furnished,0,4,6.6,0,1,0,1,5281,4.4,3.0,7,2,New,High,246.44,242.2195999999998
4681,PROP-039968,Delhi,Gurgaon DLF,Premium,Apartment,3,4,3,1610,1327,0,1,Ground,South,Semi-Furnished,1,1,4.1,1,1,1,0,6714,9.6,1.3,3,0,Resale,High,258.47,245.51900000000012
4682,PROP-028981,Hyderabad,Kondapur,Standard,Villa,5,5,4,2435,2040,16,24,High (10-19),South,Semi-Furnished,11,4,4.6,1,0,1,1,4239,11.8,1.5,3,3,Resale,High,207.52,219.5441000000002
4683,PROP-002800,Hyderabad,Banjara Hills,Premium,Apartment,3,4,0,1397,1175,1,2,Low (1-4),North-East,Unfurnished,4,2,5.9,1,0,1,0,4345,8.7,2.4,3,4,Resale,Low,171.78,167.09020000000027
4684,PROP-030335,Hyderabad,Jubilee Hills,Premium,Independent House,3,4,0,1688,1448,10,11,High (10-19),North-East,Unfurnished,24,0,6.4,1,0,1,1,4718,6.2,2.0,5,3,Resale,High,271.56,259.5573000000002
4685,PROP-005276,Bangalore,Electronic City,Standard,Apartment,3,4,1,1287,1112,9,15,Mid (5-9),South-East,Semi-Furnished,8,5,5.8,1,0,0,1,3416,10.8,0.8,1,2,Resale,Low,117.92,119.71670000000002
4686,PROP-010821,Delhi,Dwarka,Standard,Villa,3,3,1,1857,1500,0,5,Ground,North-West,Semi-Furnished,2,3,8.7,0,1,1,0,5047,11.0,0.4,6,1,Resale,Low,177.89,167.2971999999998
4687,PROP-031366,Hyderabad,Banjara Hills,Premium,Row House,2,1,2,717,580,27,34,Top (20+),South-West,Semi-Furnished,1,0,6.6,1,1,1,1,6140,9.8,0.7,3,2,New,Low,116.47,115.5741999999999
4688,PROP-024809,Delhi,Noida Sector 62,Standard,Apartment,4,3,2,1804,1525,18,21,High (10-19),West,Semi-Furnished,7,5,2.6,0,0,1,1,2873,16.7,1.3,6,0,Resale,Low,164.64,153.36869999999988
4689,PROP-044597,Bangalore,HSR Layout,Standard,Apartment,2,2,1,806,662,7,11,Mid (5-9),East,Semi-Furnished,1,1,7.7,1,1,1,1,6128,15.2,1.2,2,1,Resale,Low,48.59,68.52839999999998
4690,PROP-021155,Delhi,South Delhi,Premium,Apartment,1,2,2,453,397,0,10,Ground,North-East,Unfurnished,6,1,5.2,1,1,1,0,5996,4.3,1.4,0,4,Resale,Low,52.55,53.05050000000008
4691,PROP-045055,Hyderabad,Banjara Hills,Premium,Apartment,4,4,0,1599,1308,18,19,High (10-19),North-East,Unfurnished,10,2,7.3,1,0,1,1,4646,4.9,2.1,4,1,Resale,High,235.03,232.50679999999988
4692,PROP-021132,Delhi,Gurgaon DLF,Premium,Apartment,5,5,3,2165,1852,4,6,Low (1-4),East,Fully Furnished,6,2,8.6,1,0,1,1,5669,6.0,0.6,4,2,Resale,High,354.21,335.5246999999995
4693,PROP-011602,Mumbai,Powai,Standard,Studio,1,1,1,421,362,7,8,Mid (5-9),North,Semi-Furnished,3,0,6.1,0,0,1,1,1900,10.2,0.3,3,0,Resale,Low,10.0,18.039600000000004
4694,PROP-003789,Bangalore,Whitefield,Standard,Apartment,3,4,0,1417,1179,27,31,Top (20+),East,Fully Furnished,8,1,2.5,0,0,1,1,1926,13.8,1.0,4,1,Resale,Low,103.43,108.6025000000001
4695,PROP-022893,Mumbai,Andheri,Standard,Independent House,3,3,0,1801,1463,9,15,Mid (5-9),North,Unfurnished,4,0,5.4,0,0,1,1,2876,11.3,1.0,7,2,Resale,Low,99.33,116.12139999999992
4696,PROP-033902,Hyderabad,Banjara Hills,Premium,Independent House,4,3,1,2262,1904,8,13,Mid (5-9),North-West,Unfurnished,30,4,5.4,1,0,1,1,5447,5.0,4.2,4,5,Resale,High,307.45,285.06200000000035
4697,PROP-013619,Bangalore,Indiranagar,Premium,Apartment,2,2,0,953,782,34,42,Top (20+),South,Unfurnished,6,0,7.0,0,0,1,1,2840,16.1,0.7,3,3,Resale,Low,104.48,116.29399999999991
